13372007,52528214,32,121500
13368007,52518214,1,122300
13368007,52520214,2,122100
13368007,52522214,3,122100
13368007,52524214,4,121100
13368007,52526214,5,121100
13368007,52528214,6,121900
13368007,52530214,7,120800
13368007,52532214,8,120800
13368007,52534214,9,121200
13368007,52536214,10,121200
13368007,52538214,11,121600
13368007,52540214,12,None
13368007,52542214,13,None
13370007,52518214,14,123400
13370007,52520214,15,122100
13370007,52522214,16,121800
13370007,52524214,17,121700
13370007,52526214,18,121100
13370007,52528214,19,121400
13370007,52530214,20,120800
13370007,52532214,21,121900
13370007,52534214,22,121800
13370007,52536214,23,121600
13370007,52538214,24,121600
13370007,52540214,25,None
13370007,52542214,26,None
13372007,52518214,27,123400
13372007,52520214,28,122000
13372007,52522214,29,121800
13372007,52524214,30,121700
13372007,52526214,31,121400
13372007,52528214,32,121500
13372007,52530214,33,122000
13372007,52532214,34,121900
13372007,52534214,35,121800
13372007,52536214,36,121600
13372007,52538214,37,121600
13372007,52540214,38,None
13372007,52542214,39,None
13374007,52518214,40,122300
13374007,52520214,41,122000
13374007,52522214,42,122000
13374007,52524214,43,121800
13368007,52518214,1,122300
13368007,52520214,2,122100
