
1,13311766,52519960,123300
2,13311766,52521960,122700
3,13311766,52523960,122300
4,13311766,52525960,122300
5,13311766,52527960,122300
6,13311766,52529960,122000
7,13311766,52531960,122600
8,13311766,52533960,122600
9,13311766,52535960,122900
10,13313766,52519960,123400
11,13313766,52521960,122700
12,13313766,52523960,122200
13,13313766,52525960,122200
14,13313766,52527960,122000
15,13313766,52529960,122000
16,13313766,52531960,122600
17,13313766,52533960,122600
18,13313766,52535960,122600
19,13315766,52519960,123300
20,13315766,52521960,122700
21,13315766,52523960,122700
22,13315766,52525960,122200
23,13315766,52527960,122000
24,13315766,52529960,122000
25,13315766,52531960,122600
26,13315766,52533960,122600
27,13315766,52535960,122600
28,13317766,52519960,123300
29,13317766,52521960,122700
30,13317766,52523960,122700
31,13317766,52525960,122200
32,13317766,52527960,122100
33,13317766,52529960,122100
34,13317766,52531960,122600
35,13317766,52533960,122600
36,13317766,52535960,122600
37,13319766,52519960,123300
38,13319766,52521960,123100
39,13319766,52523960,122700
40,13319766,52525960,121900
41,13319766,52527960,121900
42,13319766,52529960,121900
43,13319766,52531960,122600
44,13319766,52533960,122600
45,13319766,52535960,122600
46,13321766,52519960,123100
47,13321766,52521960,123100
48,13321766,52523960,122700
49,13321766,52525960,121800
50,13321766,52527960,121900
51,13321766,52529960,121900
52,13321766,52531960,122000
53,13321766,52533960,122600
54,13321766,52535960,122200
55,13323766,52519960,123400
56,13323766,52521960,123100
57,13323766,52523960,123000
58,13323766,52525960,121800
59,13323766,52527960,121800
60,13323766,52529960,122000
61,13323766,52531960,121900
62,13323766,52533960,121900
63,13323766,52535960,122100
64,13325766,52519960,123400
65,13325766,52521960,123000
66,13325766,52523960,122400
67,13325766,52525960,122000
68,13325766,52527960,121900
69,13325766,52529960,122000
70,13325766,52531960,121900
71,13325766,52533960,121900
72,13325766,52535960,122100
73,13327766,52519960,122900
74,13327766,52521960,123000
75,13327766,52523960,122400
76,13327766,52525960,122000
77,13327766,52527960,121700
78,13327766,52529960,122200
79,13327766,52531960,122200
80,13327766,52533960,121700
81,13327766,52535960,122100
82,13329766,52519960,122900
83,13329766,52521960,123000
84,13329766,52523960,122800
85,13329766,52525960,122000
86,13329766,52527960,122800
87,13329766,52529960,122200
88,13329766,52531960,122200
89,13329766,52533960,121700
90,13329766,52535960,121700
91,13331766,52519960,122900
92,13331766,52521960,123600
