1,13.343839,52.536179,121600
2,13.328702,52.534318,121700
3,13.300134,52.530434,122000
4,13.284241,52.518614,122300
5,13.282884,52.506622,122500
6,13.283036,52.501148,122600
7,13.290147,52.496698,122800
8,13.300718,52.488338,123000
9,13.299388,52.487421,124000
10,13.295972,52.485372,124100
11,13.293778,52.484239,124300
12,13.289688,52.481938,124400
13,13.285356,52.479645,124500
14,13.281454,52.477119,124600
15,13.278551,52.473389,124700
16,13.278407,52.46858,124800
17,13.2756,52.4677,124700
18,13.343839,52.536179,121600
19,13.328702,52.534318,121700
20,13.300134,52.530434,122000
21,13.284241,52.518614,122300
22,13.282884,52.506622,122500
23,13.283036,52.501148,122600
24,13.290147,52.496698,122800
25,13.300718,52.488338,123000
26,13.299388,52.487421,124000
27,13.295972,52.485372,124100
28,13.293778,52.484239,124300
29,13.289688,52.481938,124400
30,13.285356,52.479645,124500
31,13.281454,52.477119,124600
32,13.278551,52.473389,124700
33,13.2756,52.4727,124600
34,13.359391,52.546489,120800
35,13.34953,52.542201,121000
36,13.343839,52.536179,121100
37,13.341421,52.532268,121200
38,13.341421,52.52594,121400
39,13.342095,52.518092,121500
40,13.332711,52.506919,121700
41,13.331416,52.503763,121900
42,13.330616,52.496581,122000
43,13.331084,52.49197,122100
44,13.331317,52.487214,122200
45,13.328495,52.477497,122400
46,13.328675,52.471438,122500
47,13.32409,52.471555,122900
48,13.319218,52.471573,123000
49,13.314391,52.472463,123100
50,13.309573,52.472373,123200
51,13.304682,52.472715,123300
52,13.298947,52.473272,123500
53,13.294614,52.474153,123600
54,13.290641,52.475331,123700
55,13.285994,52.475969,123800
56,13.281535,52.476436,123900
57,13.280474,52.477488,124000
58,13.275602,52.478405,124100
59,13.2756,52.4777,124200
60,13.359391,52.546489,120800
61,13.34953,52.542201,121000
62,13.343839,52.536179,121100
63,13.341421,52.532268,121200
64,13.341421,52.52594,121400
65,13.342095,52.518092,121500
66,13.332711,52.506919,121700
67,13.331416,52.503763,121900
68,13.330616,52.496581,122000
69,13.331084,52.49197,122100
70,13.331317,52.487214,122200
71,13.328495,52.477497,122400
72,13.328675,52.471438,122500
73,13.32409,52.471555,122900
74,13.319218,52.471573,123000
75,13.314391,52.472463,123100
76,13.309573,52.472373,123200
77,13.304682,52.472715,123300
78,13.298947,52.473272,123500
79,13.294614,52.474153,123600
80,13.290641,52.475331,123700
81,13.285994,52.475969,123800
82,13.281535,52.476436,123900
83,13.280474,52.477488,124000
84,13.275602,52.478405,124100
85,13.271584,52.479951,124200
86,13.2756,52.4827,124700
87,13.359391,52.546489,120800
88,13.34953,52.542201,121000
89,13.343839,52.536179,121100
90,13.341421,52.532268,121200
91,13.341421,52.52594,121400
92,13.342095,52.518092,121500
93,13.332711,52.506919,121700
94,13.331416,52.503763,121900
95,13.32623,52.502739,122700
96,13.320162,52.501732,122900
97,13.312997,52.500941,123100
98,13.307226,52.500015,123300
99,13.301383,52.494648,123500
100,13.296574,52.492671,123600
101,13.293041,52.490891,123700
102,13.288079,52.488158,123800
103,13.284403,52.486468,123900
104,13.2756,52.4877,124800
105,13.343839,52.536179,121600
106,13.328702,52.534318,121700
107,13.300134,52.530434,122000
108,13.284241,52.518614,122300
109,13.282884,52.506622,122500
110,13.283036,52.501148,122600
111,13.2756,52.4927,124400
112,13.359391,52.546489,120800
113,13.34953,52.542201,121000
114,13.343839,52.536179,121100
115,13.341421,52.532268,121200
116,13.341421,52.52594,121400
117,13.342095,52.518092,121500
118,13.332711,52.506919,121700
119,13.319002,52.50522,122800
120,13.303864,52.504734,123000
121,13.283036,52.501148,123200
122,13.270451,52.498774,123400
123,13.2756,52.4977,124500
124,13.359391,52.546489,120800
125,13.34953,52.542201,121000
126,13.343839,52.536179,121100
127,13.341421,52.532268,121200
128,13.341421,52.52594,121400
129,13.342095,52.518092,121500
130,13.332711,52.506919,121700
131,13.319002,52.50522,122800
132,13.303864,52.504734,123000
133,13.283036,52.501148,123200
134,13.270451,52.498774,123400
135,13.273166,52.499619,124400
136,13.275261,52.501247,124500
137,13.2756,52.5027,124700
138,13.359391,52.546489,120800
139,13.34953,52.542201,121000
140,13.343839,52.536179,121100
141,13.341421,52.532268,121200
142,13.341421,52.52594,121400
143,13.342095,52.518092,121500
144,13.332711,52.506919,121700
145,13.330805,52.505355,122400
146,13.325735,52.505624,122500
147,13.322382,52.505813,122600
148,13.317645,52.506074,122800
149,13.313968,52.506298,122900
150,13.306777,52.506415,123100
151,13.302498,52.506784,123300
152,13.295423,52.506856,123400
153,13.289778,52.506613,123500
154,13.282884,52.506622,123700
155,13.278784,52.50673,123800
156,13.276591,52.507422,123900
157,13.2756,52.5077,124000
158,13.359391,52.546489,120800
159,13.34953,52.542201,121000
160,13.343839,52.536179,121100
161,13.341421,52.532268,121200
162,13.341421,52.52594,121400
163,13.342095,52.518092,121500
164,13.332711,52.506919,121700
165,13.32258,52.511584,122300
166,13.30942,52.511827,122500
167,13.305339,52.511539,122600
168,13.297464,52.510973,122800
169,13.281697,52.509984,122900
170,13.2756,52.5127,123700
171,13.343839,52.536179,121600
172,13.328702,52.534318,121700
173,13.300134,52.530434,122000
174,13.284241,52.518614,122300
175,13.2756,52.5177,123200
176,13.343839,52.536179,121600
177,13.328702,52.534318,121700
